experiment,seed,dataset,sample_id,df,model,input_projection,hash_base_resolution,hash_max_resolution,iters,psnr_model,psnr_bilinear,psnr_improvement,ssim_model,ssim_bilinear,ssim_improvement,lpips_model,lpips_bilinear,lpips_improvement,eval_crop_applied,eval_crop_lr,eval_crop_hr,attn_entropy_mean,attn_fine_mass_last3,training_time_seconds,time_per_iteration_seconds,total_runtime_seconds,final_recon_loss,ttq_psnr_seconds,ttq_psnr_iteration,artifact_dir,command,attn_mean_by_level
fourier_mlp_baseline,6,satburst_synth,Amnesty POI-4-1-1_rgb,4,mlp_tcnn,fourier,8,48,2000,34.40718078613281,30.38006019592285,4.027120590209961,0.890040397644043,0.7895834445953369,0.10045695304870605,0.3019011616706848,0.39210137724876404,0.09020021557807922,False,64,256,,,7.690370798110962,0.003845185399055481,11.006966352462769,0.006571877747774124,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-4-1-1_rgb/fourier_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id 'Amnesty POI-4-1-1_rgb' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name fourier_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline,6,satburst_synth,Amnesty POI-4-1-1_rgb,4,mlp_tcnn,hashgrid_tcnn,8,256,2000,37.67438507080078,30.38006019592285,7.29432487487793,0.9518423676490784,0.7895834445953369,0.16225892305374146,0.14043757319450378,0.39210137724876404,0.25166380405426025,False,64,256,,,7.9712395668029785,0.00398561978340149,11.236199140548706,0.0010084784589707851,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-4-1-1_rgb/hashgrid_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id 'Amnesty POI-4-1-1_rgb' --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name hashgrid_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention,6,satburst_synth,Amnesty POI-4-1-1_rgb,4,hash_attn,hashgrid_tcnn,8,256,2000,36.61097717285156,30.38006019592285,6.230916976928711,0.9409253001213074,0.7895834445953369,0.15134185552597046,0.170649915933609,0.39210137724876404,0.22145146131515503,False,64,256,2.1752853393554688,0.5652207136154175,10.725413799285889,0.005362706899642944,14.170046329498291,0.0015038418350741267,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-4-1-1_rgb/hashgrid_level_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id 'Amnesty POI-4-1-1_rgb' --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --run_name hashgrid_level_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.029819000512361526, 0.02300800010561943, 0.02853473462164402, 0.03636641427874565, 0.04128240793943405, 0.048548661172389984, 0.056500814855098724, 0.06986656039953232, 0.10085265338420868, 0.14276111125946045, 0.19983500242233276, 0.22262462973594666]"
fourier_band_attention,6,satburst_synth,Amnesty POI-4-1-1_rgb,4,fourier_band_attn,fourier,8,48,2000,29.076698303222656,30.38006019592285,-1.3033618927001953,0.6772665977478027,0.7895834445953369,-0.11231684684753418,0.5234779119491577,0.39210137724876404,-0.13137653470039368,False,64,256,1.8425794839859009,0.42674100399017334,9.707472801208496,0.004853736400604248,12.98152470588684,0.10622759163379669,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-4-1-1_rgb/fourier_band_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id 'Amnesty POI-4-1-1_rgb' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --run_name fourier_band_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.07598935067653656, 0.10783373564481735, 0.11515116691589355, 0.18177828192710876, 0.09250645339488983, 0.127985417842865, 0.11498315632343292, 0.18377244472503662]"
