experiment,seed,dataset,sample_id,df,model,input_projection,hash_base_resolution,hash_max_resolution,iters,psnr_model,psnr_bilinear,psnr_improvement,ssim_model,ssim_bilinear,ssim_improvement,lpips_model,lpips_bilinear,lpips_improvement,eval_crop_applied,eval_crop_lr,eval_crop_hr,attn_entropy_mean,attn_fine_mass_last3,training_time_seconds,time_per_iteration_seconds,total_runtime_seconds,final_recon_loss,ttq_psnr_seconds,ttq_psnr_iteration,artifact_dir,command,attn_mean_by_level
fourier_mlp_baseline,6,satburst_synth,Landcover-1055780_rgb,4,mlp_tcnn,fourier,8,48,2000,33.685977935791016,28.57100486755371,5.114973068237305,0.8920846581459045,0.8110364079475403,0.08104825019836426,0.2082902193069458,0.3333488702774048,0.12505865097045898,False,64,256,,,7.63063383102417,0.003815316915512085,10.93333888053894,0.004066834691911936,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-1055780_rgb/fourier_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-1055780_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name fourier_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline,6,satburst_synth,Landcover-1055780_rgb,4,mlp_tcnn,hashgrid_tcnn,8,256,2000,37.17596435546875,28.57100486755371,8.604959487915039,0.954140841960907,0.8110364079475403,0.1431044340133667,0.11606418341398239,0.3333488702774048,0.2172846868634224,False,64,256,,,7.189040184020996,0.003594520092010498,10.50989842414856,0.0007934229215607047,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-1055780_rgb/hashgrid_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-1055780_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name hashgrid_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention,6,satburst_synth,Landcover-1055780_rgb,4,hash_attn,hashgrid_tcnn,8,256,2000,35.75613021850586,28.57100486755371,7.185125350952148,0.9377573132514954,0.8110364079475403,0.12672090530395508,0.18479004502296448,0.3333488702774048,0.1485588252544403,False,64,256,2.228973388671875,0.5088983178138733,10.640167236328125,0.005320083618164062,13.93664836883545,0.0012197759933769703,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-1055780_rgb/hashgrid_level_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-1055780_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --run_name hashgrid_level_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.021954797208309174, 0.024540938436985016, 0.02987561747431755, 0.034328214824199677, 0.044379957020282745, 0.053761955350637436, 0.06602510809898376, 0.09050747752189636, 0.12572762370109558, 0.1547870635986328, 0.1717870533466339, 0.18232420086860657]"
fourier_band_attention,6,satburst_synth,Landcover-1055780_rgb,4,fourier_band_attn,fourier,8,48,2000,24.760242462158203,28.57100486755371,-3.810762405395508,0.5703893899917603,0.8110364079475403,-0.24064701795578003,0.521435558795929,0.3333488702774048,-0.18808668851852417,False,64,256,1.6941410303115845,0.4959467351436615,9.436965703964233,0.004718482851982116,12.785927772521973,0.10974667966365814,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-1055780_rgb/fourier_band_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-1055780_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --run_name fourier_band_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.06710885465145111, 0.1284623146057129, 0.16772425174713135, 0.10324594378471375, 0.03751186281442642, 0.09903419017791748, 0.06516855955123901, 0.3317440152168274]"
