experiment,seed,dataset,sample_id,df,lr_degradation,model,input_projection,hash_base_resolution,hash_max_resolution,iters,psnr_model,psnr_bilinear,psnr_improvement,ssim_model,ssim_bilinear,ssim_improvement,lpips_model,lpips_bilinear,lpips_improvement,eval_crop_applied,eval_crop_lr,eval_crop_hr,attn_entropy_mean,attn_fine_mass_last3,training_time_seconds,time_per_iteration_seconds,total_runtime_seconds,final_recon_loss,ttq_psnr_seconds,ttq_psnr_iteration,artifact_dir,command,attn_mean_by_level
hashgrid_mlp_baseline_s2_psf,6,worldstrat_sweet,Landcover-1355398,4,s2_psf,mlp_tcnn,hashgrid_tcnn,16,64,2000,25.907390594482422,24.808589935302734,1.0988006591796875,0.7282626032829285,0.7045319080352783,0.023730695247650146,0.5056383013725281,0.5597298741340637,0.054091572761535645,False,64,256,,,9.642588376998901,0.004821294188499451,12.735253095626831,0.17595092952251434,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-1355398/hashgrid_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-1355398 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name hashgrid_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention_area,6,worldstrat_sweet,Landcover-1355398,4,area,hash_attn,hashgrid_tcnn,16,64,2000,26.632665634155273,24.808589935302734,1.824075698852539,0.7689388394355774,0.7045319080352783,0.06440693140029907,0.5068440437316895,0.5597298741340637,0.05288583040237427,False,64,256,2.6568949222564697,0.3407744765281677,14.003364562988281,0.007001682281494141,17.24741840362549,0.1937146633863449,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-1355398/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-1355398 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.033237189054489136, 0.0363784097135067, 0.03608781844377518, 0.039606254547834396, 0.0409378707408905, 0.04473530501127243, 0.050704438239336014, 0.050559427589178085, 0.052207332104444504, 0.057593148201704025, 0.060772500932216644, 0.07356595993041992, 0.08283983170986176, 0.09810274839401245, 0.108310267329216, 0.13436150550842285]"
hashgrid_level_attention_s2_psf,6,worldstrat_sweet,Landcover-1355398,4,s2_psf,hash_attn,hashgrid_tcnn,16,64,2000,26.859806060791016,24.808589935302734,2.0512161254882812,0.7716777920722961,0.7045319080352783,0.06714588403701782,0.48917698860168457,0.5597298741340637,0.07055288553237915,False,64,256,2.5984394550323486,0.38591593503952026,15.848401069641113,0.007924200534820557,19.004528284072876,0.17739129066467285,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-1355398/hashgrid_level_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-1355398 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation s2_psf --run_name hashgrid_level_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.029704701155424118, 0.03337164968252182, 0.032896220684051514, 0.0356864295899868, 0.03842516243457794, 0.041183777153491974, 0.04897793382406235, 0.04816285893321037, 0.04880097508430481, 0.05576816201210022, 0.05625877529382706, 0.06926833093166351, 0.07557909935712814, 0.10006915032863617, 0.1211947426199913, 0.164652019739151]"
fourier_band_attention_area,6,worldstrat_sweet,Landcover-1355398,4,area,fourier_band_attn,fourier,8,48,2000,26.027109146118164,24.808589935302734,1.2185192108154297,0.7188703417778015,0.7045319080352783,0.014338433742523193,0.534597635269165,0.5597298741340637,0.02513223886489868,False,64,256,2.0235257148742676,0.41007131338119507,11.726994752883911,0.005863497376441955,14.934731006622314,0.17422720789909363,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-1355398/fourier_band_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-1355398 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation area --run_name fourier_band_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.12652486562728882, 0.1292996108531952, 0.11909782886505127, 0.11594921350479126, 0.09905718266963959, 0.11845585703849792, 0.09934121370315552, 0.19227424263954163]"
fourier_band_attention_s2_psf,6,worldstrat_sweet,Landcover-1355398,4,s2_psf,fourier_band_attn,fourier,8,48,2000,25.951831817626953,24.808589935302734,1.1432418823242188,0.688546895980835,0.7045319080352783,-0.01598501205444336,0.5440105199813843,0.5597298741340637,0.015719354152679443,False,64,256,2.022650718688965,0.40492725372314453,13.378712892532349,0.006689356446266175,16.52913498878479,0.17275723814964294,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-1355398/fourier_band_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-1355398 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation s2_psf --run_name fourier_band_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.12959563732147217, 0.12874849140644073, 0.11551882326602936, 0.11999963223934174, 0.10121013224124908, 0.12003074586391449, 0.10109569132328033, 0.1838008314371109]"
fourier_mlp_baseline_area,6,worldstrat_sweet,Landcover-777318,4,area,mlp_tcnn,fourier,8,48,2000,29.767454147338867,28.55107879638672,1.2163753509521484,0.8066785335540771,0.7437790036201477,0.06289952993392944,0.452933669090271,0.49493855237960815,0.04200488328933716,False,64,256,,,7.743197679519653,0.0038715988397598267,10.96582841873169,0.10296915471553802,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-777318/fourier_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-777318 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name fourier_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
fourier_mlp_baseline_s2_psf,6,worldstrat_sweet,Landcover-777318,4,s2_psf,mlp_tcnn,fourier,8,48,2000,29.90987777709961,28.55107879638672,1.3587989807128906,0.808012068271637,0.7437790036201477,0.06423306465148926,0.4491155445575714,0.49493855237960815,0.04582300782203674,False,64,256,,,9.716758489608765,0.004858379244804382,12.868821859359741,0.10846074670553207,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-777318/fourier_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-777318 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name fourier_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_area,6,worldstrat_sweet,Landcover-777318,4,area,mlp_tcnn,hashgrid_tcnn,16,64,2000,29.7626953125,28.55107879638672,1.2116165161132812,0.806654155254364,0.7437790036201477,0.06287515163421631,0.4512224495410919,0.49493855237960815,0.043716102838516235,False,64,256,,,7.86321759223938,0.00393160879611969,11.085512638092041,0.10398814082145691,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-777318/hashgrid_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-777318 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name hashgrid_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_s2_psf,6,worldstrat_sweet,Landcover-777318,4,s2_psf,mlp_tcnn,hashgrid_tcnn,16,64,2000,29.87378692626953,28.55107879638672,1.3227081298828125,0.8060027956962585,0.7437790036201477,0.06222379207611084,0.4353788495063782,0.49493855237960815,0.05955970287322998,False,64,256,,,9.942774057388306,0.004971387028694153,13.094522714614868,0.1063305139541626,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-777318/hashgrid_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-777318 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name hashgrid_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention_area,6,worldstrat_sweet,Landcover-777318,4,area,hash_attn,hashgrid_tcnn,16,64,2000,29.843868255615234,28.55107879638672,1.2927894592285156,0.8119714260101318,0.7437790036201477,0.06819242238998413,0.450974702835083,0.49493855237960815,0.043963849544525146,False,64,256,2.390725612640381,0.4934214949607849,13.696935653686523,0.006848467826843262,16.904922485351562,0.11620396375656128,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-777318/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-777318 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.02228127419948578, 0.023706762120127678, 0.024672996252775192, 0.02650580368936062, 0.026588650420308113, 0.029782475903630257, 0.02982877939939499, 0.03315700963139534, 0.03425503522157669, 0.038604412227869034, 0.04892649129033089, 0.06715985387563705, 0.10110894590616226, 0.12959831953048706, 0.16217641532421112, 0.20164677500724792]"
hashgrid_level_attention_s2_psf,6,worldstrat_sweet,Landcover-777318,4,s2_psf,hash_attn,hashgrid_tcnn,16,64,2000,29.972761154174805,28.55107879638672,1.421682357788086,0.812138557434082,0.7437790036201477,0.06835955381393433,0.440507709980011,0.49493855237960815,0.05443084239959717,False,64,256,2.0704267024993896,0.6437759399414062,15.701816320419312,0.007850908160209656,18.826098918914795,0.11777421832084656,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-777318/hashgrid_level_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-777318 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation s2_psf --run_name hashgrid_level_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.013464909046888351, 0.014491017907857895, 0.0153697170317173, 0.016600705683231354, 0.016620948910713196, 0.019727110862731934, 0.020702388137578964, 0.023077545687556267, 0.025144606828689575, 0.030059300363063812, 0.03648018091917038, 0.04936005547642708, 0.07512558996677399, 0.11460468918085098, 0.19128571450710297, 0.3378854990005493]"
fourier_band_attention_area,6,worldstrat_sweet,Landcover-777318,4,area,fourier_band_attn,fourier,8,48,2000,28.516098022460938,28.55107879638672,-0.03498077392578125,0.772291362285614,0.7437790036201477,0.02851235866546631,0.5466434359550476,0.49493855237960815,-0.05170488357543945,False,64,256,2.0430469512939453,0.39490994811058044,11.922807693481445,0.005961403846740722,15.153051376342773,0.15993376076221466,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-777318/fourier_band_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-777318 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation area --run_name fourier_band_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.0960032194852829, 0.13191421329975128, 0.11610971391201019, 0.1339617371559143, 0.12710115313529968, 0.13002842664718628, 0.11242960393428802, 0.15245193243026733]"
fourier_band_attention_s2_psf,6,worldstrat_sweet,Landcover-777318,4,s2_psf,fourier_band_attn,fourier,8,48,2000,28.347688674926758,28.55107879638672,-0.20339012145996094,0.7597565054893494,0.7437790036201477,0.01597750186920166,0.5612105131149292,0.49493855237960815,-0.06627196073532104,False,64,256,2.039318084716797,0.38596683740615845,13.867633581161499,0.00693381679058075,17.005923748016357,0.16323383152484894,,,/workspaces/scalef/single_samples/worldstrat_sweet/Landcover-777318/fourier_band_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id Landcover-777318 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation s2_psf --run_name fourier_band_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.10451219975948334, 0.13119032979011536, 0.11837901175022125, 0.13226383924484253, 0.12768776714801788, 0.12763284146785736, 0.11217612773180008, 0.1461578607559204]"
fourier_mlp_baseline_area,6,worldstrat_sweet,UNHCR-BFAs004486,4,area,mlp_tcnn,fourier,8,48,2000,31.25970458984375,31.12574005126953,0.13396453857421875,0.7481997013092041,0.7599272727966309,-0.011727571487426758,0.5028759837150574,0.5665714144706726,0.06369543075561523,False,64,256,,,7.969959259033203,0.003984979629516602,11.220288276672363,0.1269630789756775,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004486/fourier_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004486 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name fourier_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
fourier_mlp_baseline_s2_psf,6,worldstrat_sweet,UNHCR-BFAs004486,4,s2_psf,mlp_tcnn,fourier,8,48,2000,30.732091903686523,31.12574005126953,-0.3936481475830078,0.7317277789115906,0.7599272727966309,-0.028199493885040283,0.49148961901664734,0.5665714144706726,0.07508179545402527,False,64,256,,,9.924910306930542,0.004962455153465271,13.027361869812012,0.12831281125545502,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004486/fourier_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004486 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name fourier_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_area,6,worldstrat_sweet,UNHCR-BFAs004486,4,area,mlp_tcnn,hashgrid_tcnn,16,64,2000,31.194467544555664,31.12574005126953,0.06872749328613281,0.7452034950256348,0.7599272727966309,-0.014723777770996094,0.5050544142723083,0.5665714144706726,0.06151700019836426,False,64,256,,,7.871650695800781,0.00393582534790039,11.175546169281006,0.12682479619979858,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004486/hashgrid_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004486 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name hashgrid_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_s2_psf,6,worldstrat_sweet,UNHCR-BFAs004486,4,s2_psf,mlp_tcnn,hashgrid_tcnn,16,64,2000,30.57461166381836,31.12574005126953,-0.5511283874511719,0.7223458290100098,0.7599272727966309,-0.037581443786621094,0.4869075119495392,0.5665714144706726,0.07966390252113342,False,64,256,,,9.714138746261597,0.004857069373130798,12.71011757850647,0.12811820209026337,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004486/hashgrid_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004486 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name hashgrid_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention_area,6,worldstrat_sweet,UNHCR-BFAs004486,4,area,hash_attn,hashgrid_tcnn,16,64,2000,31.077112197875977,31.12574005126953,-0.04862785339355469,0.7416796088218689,0.7599272727966309,-0.018247663974761963,0.5016376376152039,0.5665714144706726,0.06493377685546875,False,64,256,1.7736396789550781,0.766754150390625,13.603256702423096,0.006801628351211548,16.803096294403076,0.1294182389974594,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004486/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004486 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.013136018998920918, 0.013345437124371529, 0.01399015448987484, 0.012887496501207352, 0.013251887634396553, 0.013804377987980843, 0.012966126203536987, 0.012677362188696861, 0.011642169207334518, 0.014072244986891747, 0.014150884002447128, 0.023463934659957886, 0.0638577863574028, 0.11743083596229553, 0.23625463247299194, 0.4130686819553375]"
hashgrid_level_attention_s2_psf,6,worldstrat_sweet,UNHCR-BFAs004486,4,s2_psf,hash_attn,hashgrid_tcnn,16,64,2000,30.4197940826416,31.12574005126953,-0.7059459686279297,0.7167040705680847,0.7599272727966309,-0.04322320222854614,0.499275267124176,0.5665714144706726,0.06729614734649658,False,64,256,1.0642420053482056,0.8996930122375488,15.336533069610596,0.007668266534805298,18.43997859954834,0.13058918714523315,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004486/hashgrid_level_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004486 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation s2_psf --run_name hashgrid_level_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.007784850429743528, 0.0075803897343575954, 0.007657296489924192, 0.007034610956907272, 0.006943928077816963, 0.007017069961875677, 0.006753265392035246, 0.006412726826965809, 0.0060349032282829285, 0.0069186449982225895, 0.007218202576041222, 0.009893668815493584, 0.013057379052042961, 0.02315649762749672, 0.18126028776168823, 0.6952762603759766]"
fourier_band_attention_area,6,worldstrat_sweet,UNHCR-BFAs004486,4,area,fourier_band_attn,fourier,8,48,2000,31.174646377563477,31.12574005126953,0.04890632629394531,0.7331240177154541,0.7599272727966309,-0.026803255081176758,0.5490868091583252,0.5665714144706726,0.017484605312347412,False,64,256,2.018366575241089,0.40959274768829346,11.661978483200073,0.005830989241600037,14.912189722061157,0.14418409764766693,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004486/fourier_band_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004486 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation area --run_name fourier_band_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.07596054673194885, 0.15413686633110046, 0.12185298651456833, 0.14186260104179382, 0.09659422188997269, 0.12366794049739838, 0.14538025856018066, 0.1405445635318756]"
fourier_band_attention_s2_psf,6,worldstrat_sweet,UNHCR-BFAs004486,4,s2_psf,fourier_band_attn,fourier,8,48,2000,30.684167861938477,31.12574005126953,-0.4415721893310547,0.7098551392555237,0.7599272727966309,-0.05007213354110718,0.561552882194519,0.5665714144706726,0.0050185322761535645,False,64,256,2.008620262145996,0.3999637961387634,13.66486382484436,0.00683243191242218,16.807887077331543,0.14650510251522064,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004486/fourier_band_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004486 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation s2_psf --run_name fourier_band_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.07886895537376404, 0.15401162207126617, 0.12593626976013184, 0.14296716451644897, 0.09825221449136734, 0.11792637407779694, 0.14160174131393433, 0.14043566584587097]"
