experiment,seed,dataset,sample_id,df,lr_degradation,model,input_projection,hash_base_resolution,hash_max_resolution,iters,psnr_model,psnr_bilinear,psnr_improvement,ssim_model,ssim_bilinear,ssim_improvement,lpips_model,lpips_bilinear,lpips_improvement,eval_crop_applied,eval_crop_lr,eval_crop_hr,attn_entropy_mean,attn_fine_mass_last3,training_time_seconds,time_per_iteration_seconds,total_runtime_seconds,final_recon_loss,ttq_psnr_seconds,ttq_psnr_iteration,artifact_dir,command,attn_mean_by_level
fourier_mlp_baseline_area,6,worldstrat_sweet,Amnesty POI-13-1-1,4,area,mlp_tcnn,fourier,8,48,2000,32.95420837402344,34.252140045166016,-1.2979316711425781,0.8462276458740234,0.8516321778297424,-0.005404531955718994,0.5207092761993408,0.5548014640808105,0.03409218788146973,False,64,256,,,7.707115173339844,0.003853557586669922,11.002788782119751,0.547508955001831,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-13-1-1/fourier_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-13-1-1' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name fourier_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
fourier_mlp_baseline_s2_psf,6,worldstrat_sweet,Amnesty POI-13-1-1,4,s2_psf,mlp_tcnn,fourier,8,48,2000,32.8383903503418,34.252140045166016,-1.4137496948242188,0.8426898121833801,0.8516321778297424,-0.008942365646362305,0.5129929780960083,0.5548014640808105,0.041808485984802246,False,64,256,,,9.684803247451782,0.004842401623725891,12.849884986877441,0.5470664501190186,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-13-1-1/fourier_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-13-1-1' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name fourier_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_area,6,worldstrat_sweet,Amnesty POI-13-1-1,4,area,mlp_tcnn,hashgrid_tcnn,16,64,2000,32.802093505859375,34.252140045166016,-1.4500465393066406,0.8402461409568787,0.8516321778297424,-0.01138603687286377,0.5276176929473877,0.5548014640808105,0.02718377113342285,False,64,256,,,7.656834363937378,0.003828417181968689,10.868090152740479,0.5264614820480347,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-13-1-1/hashgrid_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-13-1-1' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name hashgrid_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_s2_psf,6,worldstrat_sweet,Amnesty POI-13-1-1,4,s2_psf,mlp_tcnn,hashgrid_tcnn,16,64,2000,32.69856643676758,34.252140045166016,-1.5535736083984375,0.8364939093589783,0.8516321778297424,-0.01513826847076416,0.5137343406677246,0.5548014640808105,0.04106712341308594,False,64,256,,,9.671315431594849,0.004835657715797424,12.851529836654663,0.530805230140686,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-13-1-1/hashgrid_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-13-1-1' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name hashgrid_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention_area,6,worldstrat_sweet,Amnesty POI-13-1-1,4,area,hash_attn,hashgrid_tcnn,16,64,2000,33.21213912963867,34.252140045166016,-1.0400009155273438,0.8553776741027832,0.8516321778297424,0.0037454962730407715,0.529383659362793,0.5548014640808105,0.025417804718017578,False,64,256,2.741103172302246,0.25496599078178406,13.859848260879517,0.0069299241304397585,17.128101348876953,0.5440642833709717,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-13-1-1/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-13-1-1' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.050570327788591385, 0.05140800029039383, 0.051624078303575516, 0.052457816898822784, 0.05370651185512543, 0.05329010263085365, 0.05449165403842926, 0.056224822998046875, 0.05876169353723526, 0.06084973365068436, 0.06299404799938202, 0.06778685748577118, 0.0708683580160141, 0.07687152922153473, 0.08263589441776276, 0.09545856714248657]"
hashgrid_level_attention_s2_psf,6,worldstrat_sweet,Amnesty POI-13-1-1,4,s2_psf,hash_attn,hashgrid_tcnn,16,64,2000,33.19005584716797,34.252140045166016,-1.0620841979980469,0.8558761477470398,0.8516321778297424,0.004243969917297363,0.5176178812980652,0.5548014640808105,0.03718358278274536,False,64,256,2.7029573917388916,0.29558587074279785,15.890477895736694,0.007945238947868347,19.133177995681763,0.5429166555404663,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-13-1-1/hashgrid_level_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-13-1-1' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation s2_psf --run_name hashgrid_level_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.045238345861434937, 0.046085190027952194, 0.046550169587135315, 0.04759446531534195, 0.04906981438398361, 0.048707015812397, 0.05047869682312012, 0.05203370749950409, 0.055298738181591034, 0.05854054167866707, 0.0615331195294857, 0.0692947655916214, 0.07398954778909683, 0.08494959026575089, 0.0957363098859787, 0.11489999294281006]"
fourier_band_attention_area,6,worldstrat_sweet,Amnesty POI-13-1-1,4,area,fourier_band_attn,fourier,8,48,2000,32.34114074707031,34.252140045166016,-1.9109992980957031,0.8217894434928894,0.8516321778297424,-0.029842734336853027,0.5329576730728149,0.5548014640808105,0.021843791007995605,False,64,256,2.0201256275177,0.3931841552257538,11.645661354064941,0.005822830677032471,14.914864301681519,0.5684492588043213,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-13-1-1/fourier_band_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-13-1-1' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation area --run_name fourier_band_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.10554449260234833, 0.13258785009384155, 0.12348351627588272, 0.13645848631858826, 0.10874150693416595, 0.12957800924777985, 0.10655087977647781, 0.15705525875091553]"
fourier_band_attention_s2_psf,6,worldstrat_sweet,Amnesty POI-13-1-1,4,s2_psf,fourier_band_attn,fourier,8,48,2000,32.22218704223633,34.252140045166016,-2.0299530029296875,0.8109793066978455,0.8516321778297424,-0.04065287113189697,0.5327777862548828,0.5548014640808105,0.022023677825927734,False,64,256,2.0234408378601074,0.37997573614120483,13.443111896514893,0.006721555948257446,16.82917833328247,0.5534859895706177,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-13-1-1/fourier_band_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-13-1-1' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation s2_psf --run_name fourier_band_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.11347237229347229, 0.12591584026813507, 0.12980982661247253, 0.13555333018302917, 0.1152728870511055, 0.12450709939002991, 0.1070975661277771, 0.14837108552455902]"
fourier_mlp_baseline_area,6,worldstrat_sweet,Amnesty POI-14-1-1,4,area,mlp_tcnn,fourier,8,48,2000,14.17180347442627,13.534327507019043,0.6374759674072266,0.5357852578163147,0.5056421756744385,0.03014308214187622,0.5843589305877686,0.6383615732192993,0.05400264263153076,False,64,256,,,7.83007287979126,0.00391503643989563,11.135477066040039,0.1737285852432251,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-14-1-1/fourier_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-14-1-1' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name fourier_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
fourier_mlp_baseline_s2_psf,6,worldstrat_sweet,Amnesty POI-14-1-1,4,s2_psf,mlp_tcnn,fourier,8,48,2000,14.172065734863281,13.534327507019043,0.6377382278442383,0.538150429725647,0.5056421756744385,0.032508254051208496,0.5692379474639893,0.6383615732192993,0.06912362575531006,False,64,256,,,9.92389702796936,0.00496194851398468,13.232066869735718,0.17363211512565613,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-14-1-1/fourier_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-14-1-1' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name fourier_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_area,6,worldstrat_sweet,Amnesty POI-14-1-1,4,area,mlp_tcnn,hashgrid_tcnn,16,64,2000,14.173238754272461,13.534327507019043,0.638911247253418,0.5343642234802246,0.5056421756744385,0.028722047805786133,0.5991311073303223,0.6383615732192993,0.03923046588897705,False,64,256,,,8.200345039367676,0.004100172519683838,11.706633567810059,0.17586617171764374,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-14-1-1/hashgrid_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-14-1-1' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name hashgrid_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_s2_psf,6,worldstrat_sweet,Amnesty POI-14-1-1,4,s2_psf,mlp_tcnn,hashgrid_tcnn,16,64,2000,14.180253028869629,13.534327507019043,0.6459255218505859,0.5382251143455505,0.5056421756744385,0.03258293867111206,0.5823422074317932,0.6383615732192993,0.056019365787506104,False,64,256,,,9.678375720977783,0.004839187860488892,12.895363330841064,0.1754131317138672,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-14-1-1/hashgrid_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-14-1-1' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name hashgrid_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention_area,6,worldstrat_sweet,Amnesty POI-14-1-1,4,area,hash_attn,hashgrid_tcnn,16,64,2000,14.192838668823242,13.534327507019043,0.6585111618041992,0.540582001209259,0.5056421756744385,0.03493982553482056,0.5933155417442322,0.6383615732192993,0.04504603147506714,False,64,256,2.730804920196533,0.2898011803627014,13.975769996643066,0.006987884998321533,17.28889775276184,0.17407874763011932,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-14-1-1/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-14-1-1' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.047612711787223816, 0.04785946011543274, 0.04851683974266052, 0.04917106032371521, 0.04987217113375664, 0.05161583051085472, 0.05253219231963158, 0.05306582897901535, 0.05597606673836708, 0.058092258870601654, 0.057113468647003174, 0.06510148197412491, 0.07366946339607239, 0.08656751364469528, 0.09430547058582306, 0.10892818123102188]"
hashgrid_level_attention_s2_psf,6,worldstrat_sweet,Amnesty POI-14-1-1,4,s2_psf,hash_attn,hashgrid_tcnn,16,64,2000,14.197031021118164,13.534327507019043,0.6627035140991211,0.5438653826713562,0.5056421756744385,0.038223206996917725,0.5847134590148926,0.6383615732192993,0.05364811420440674,False,64,256,2.6997833251953125,0.3223560154438019,15.315625667572021,0.007657812833786011,18.62064790725708,0.17416910827159882,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-14-1-1/hashgrid_level_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-14-1-1' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation s2_psf --run_name hashgrid_level_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.043869566172361374, 0.04389820992946625, 0.04479345679283142, 0.0454271100461483, 0.046191345900297165, 0.04839441180229187, 0.049023933708667755, 0.04987266659736633, 0.052812159061431885, 0.056149568408727646, 0.056504957377910614, 0.0661923885345459, 0.07451421022415161, 0.09393540024757385, 0.10621117800474167, 0.12220944464206696]"
fourier_band_attention_area,6,worldstrat_sweet,Amnesty POI-14-1-1,4,area,fourier_band_attn,fourier,8,48,2000,14.119586944580078,13.534327507019043,0.5852594375610352,0.5169427990913391,0.5056421756744385,0.011300623416900635,0.5883588194847107,0.6383615732192993,0.05000275373458862,False,64,256,1.984487533569336,0.4271772503852844,11.932953119277954,0.005966476559638977,15.287054538726807,0.17621241509914398,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-14-1-1/fourier_band_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-14-1-1' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation area --run_name fourier_band_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.10551859438419342, 0.18669508397579193, 0.08703062683343887, 0.1256653368473053, 0.06791308522224426, 0.15561732649803162, 0.10191017389297485, 0.16964976489543915]"
fourier_band_attention_s2_psf,6,worldstrat_sweet,Amnesty POI-14-1-1,4,s2_psf,fourier_band_attn,fourier,8,48,2000,14.121963500976562,13.534327507019043,0.5876359939575195,0.510324239730835,0.5056421756744385,0.004682064056396484,0.5948940515518188,0.6383615732192993,0.04346752166748047,False,64,256,1.9822077751159668,0.4176323413848877,13.625676155090332,0.006812838077545166,16.956488847732544,0.1755547970533371,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-14-1-1/fourier_band_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-14-1-1' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation s2_psf --run_name fourier_band_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.11073826253414154, 0.1860329508781433, 0.08901986479759216, 0.12373466789722443, 0.07284193485975266, 0.1515742838382721, 0.09792567789554596, 0.16813236474990845]"
fourier_mlp_baseline_area,6,worldstrat_sweet,Amnesty POI-19-2-2,4,area,mlp_tcnn,fourier,8,48,2000,31.586030960083008,31.537275314331055,0.048755645751953125,0.8176873326301575,0.8056223392486572,0.012064993381500244,0.4413471221923828,0.48719877004623413,0.04585164785385132,False,64,256,,,7.657439708709717,0.0038287198543548585,11.020231485366821,0.035121187567710876,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-19-2-2/fourier_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-19-2-2' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name fourier_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
fourier_mlp_baseline_s2_psf,6,worldstrat_sweet,Amnesty POI-19-2-2,4,s2_psf,mlp_tcnn,fourier,8,48,2000,31.14008331298828,31.537275314331055,-0.39719200134277344,0.8070904612541199,0.8056223392486572,0.0014681220054626465,0.43530014157295227,0.48719877004623413,0.05189862847328186,False,64,256,,,10.056805610656738,0.0050284028053283695,13.336146593093872,0.03813914209604263,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-19-2-2/fourier_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-19-2-2' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name fourier_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_area,6,worldstrat_sweet,Amnesty POI-19-2-2,4,area,mlp_tcnn,hashgrid_tcnn,16,64,2000,31.613895416259766,31.537275314331055,0.07662010192871094,0.8178227543830872,0.8056223392486572,0.012200415134429932,0.4495197832584381,0.48719877004623413,0.03767898678779602,False,64,256,,,7.965420722961426,0.003982710361480713,11.421187162399292,0.03717729076743126,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-19-2-2/hashgrid_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-19-2-2' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name hashgrid_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_s2_psf,6,worldstrat_sweet,Amnesty POI-19-2-2,4,s2_psf,mlp_tcnn,hashgrid_tcnn,16,64,2000,31.064062118530273,31.537275314331055,-0.47321319580078125,0.8013411164283752,0.8056223392486572,-0.004281222820281982,0.44176897406578064,0.48719877004623413,0.04542979598045349,False,64,256,,,10.223190546035767,0.0051115952730178835,13.385650634765625,0.03870977461338043,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-19-2-2/hashgrid_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-19-2-2' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name hashgrid_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention_area,6,worldstrat_sweet,Amnesty POI-19-2-2,4,area,hash_attn,hashgrid_tcnn,16,64,2000,31.572355270385742,31.537275314331055,0.0350799560546875,0.8185093998908997,0.8056223392486572,0.012887060642242432,0.45065587759017944,0.48719877004623413,0.03654289245605469,False,64,256,2.3920087814331055,0.4921955168247223,14.125911474227905,0.0070629557371139524,17.459839582443237,0.041412413120269775,,,/workspaces/scalef/single_samples/worldstrat_sweet/Amnesty POI-19-2-2/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id 'Amnesty POI-19-2-2' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.023152032867074013, 0.02741396613419056, 0.025699656456708908, 0.026367727667093277, 0.028110478073358536, 0.02878453955054283, 0.030324116349220276, 0.03512761369347572, 0.03958986699581146, 0.04169469326734543, 0.0481826588511467, 0.0683860182762146, 0.0849711149930954, 0.11571311950683594, 0.1503007709980011, 0.22618162631988525]"
