experiment,seed,dataset,sample_id,df,lr_degradation,model,input_projection,hash_base_resolution,hash_max_resolution,iters,psnr_model,psnr_bilinear,psnr_improvement,ssim_model,ssim_bilinear,ssim_improvement,lpips_model,lpips_bilinear,lpips_improvement,eval_crop_applied,eval_crop_lr,eval_crop_hr,attn_entropy_mean,attn_fine_mass_last3,training_time_seconds,time_per_iteration_seconds,total_runtime_seconds,final_recon_loss,ttq_psnr_seconds,ttq_psnr_iteration,artifact_dir,command,attn_mean_by_level
fourier_mlp_baseline_area,6,worldstrat_sweet,UNHCR-BFAs004567,4,area,mlp_tcnn,fourier,8,48,2000,24.58493423461914,25.318777084350586,-0.7338428497314453,0.5579162836074829,0.5941672921180725,-0.0362510085105896,0.5458614230155945,0.5926018357276917,0.04674041271209717,False,64,256,,,7.765618801116943,0.003882809400558472,10.990151166915894,0.02557363174855709,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004567/fourier_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004567 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name fourier_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
fourier_mlp_baseline_s2_psf,6,worldstrat_sweet,UNHCR-BFAs004567,4,s2_psf,mlp_tcnn,fourier,8,48,2000,24.27796745300293,25.318777084350586,-1.0408096313476562,0.5341799855232239,0.5941672921180725,-0.05998730659484863,0.5402579307556152,0.5926018357276917,0.052343904972076416,False,64,256,,,9.87064790725708,0.00493532395362854,13.079387426376343,0.02664315328001976,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004567/fourier_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004567 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name fourier_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_area,6,worldstrat_sweet,UNHCR-BFAs004567,4,area,mlp_tcnn,hashgrid_tcnn,16,64,2000,24.577991485595703,25.318777084350586,-0.7407855987548828,0.5563321709632874,0.5941672921180725,-0.037835121154785156,0.5468398332595825,0.5926018357276917,0.04576200246810913,False,64,256,,,7.869235515594482,0.003934617757797241,11.074792385101318,0.025705084204673767,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004567/hashgrid_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004567 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name hashgrid_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_s2_psf,6,worldstrat_sweet,UNHCR-BFAs004567,4,s2_psf,mlp_tcnn,hashgrid_tcnn,16,64,2000,24.219572067260742,25.318777084350586,-1.0992050170898438,0.524827778339386,0.5941672921180725,-0.06933951377868652,0.5388123393058777,0.5926018357276917,0.053789496421813965,False,64,256,,,9.621121883392334,0.004810560941696167,12.887428522109985,0.02542966604232788,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004567/hashgrid_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004567 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name hashgrid_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention_area,6,worldstrat_sweet,UNHCR-BFAs004567,4,area,hash_attn,hashgrid_tcnn,16,64,2000,24.566905975341797,25.318777084350586,-0.7518711090087891,0.5575773119926453,0.5941672921180725,-0.036589980125427246,0.5562760829925537,0.5926018357276917,0.03632575273513794,False,64,256,2.5591211318969727,0.3575857877731323,13.728945016860962,0.006864472508430481,17.087334632873535,0.03295013681054115,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004567/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004567 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.032076288014650345, 0.03360547870397568, 0.03374858573079109, 0.03665038198232651, 0.036594100296497345, 0.040370091795921326, 0.04426126182079315, 0.04789106175303459, 0.05229434743523598, 0.056443460285663605, 0.0664362758398056, 0.07173773646354675, 0.0903051346540451, 0.09612053632736206, 0.11795167624950409, 0.14351359009742737]"
hashgrid_level_attention_s2_psf,6,worldstrat_sweet,UNHCR-BFAs004567,4,s2_psf,hash_attn,hashgrid_tcnn,16,64,2000,24.207061767578125,25.318777084350586,-1.111715316772461,0.5284120440483093,0.5941672921180725,-0.06575524806976318,0.560299277305603,0.5926018357276917,0.03230255842208862,False,64,256,2.4088175296783447,0.43285703659057617,15.398249864578247,0.007699124932289123,18.556193590164185,0.04426136612892151,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004567/hashgrid_level_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004567 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation s2_psf --run_name hashgrid_level_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.027716699987649918, 0.02931448072195053, 0.028788253664970398, 0.031578950583934784, 0.03177103027701378, 0.03574974089860916, 0.038487501442432404, 0.04225146025419235, 0.04414159432053566, 0.04893670603632927, 0.057265058159828186, 0.06419812887907028, 0.0869433656334877, 0.09837263822555542, 0.13868552446365356, 0.195798859000206]"
fourier_band_attention_area,6,worldstrat_sweet,UNHCR-BFAs004567,4,area,fourier_band_attn,fourier,8,48,2000,24.59974479675293,25.318777084350586,-0.7190322875976562,0.5542991757392883,0.5941672921180725,-0.03986811637878418,0.5771386027336121,0.5926018357276917,0.01546323299407959,False,64,256,1.9869345426559448,0.3892272114753723,11.8369140625,0.00591845703125,15.052491664886475,0.08111722767353058,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004567/fourier_band_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004567 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation area --run_name fourier_band_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.1007138341665268, 0.1279333531856537, 0.14550024271011353, 0.1300688087940216, 0.10655658692121506, 0.10301065444946289, 0.10951936990022659, 0.17669717967510223]"
fourier_band_attention_s2_psf,6,worldstrat_sweet,UNHCR-BFAs004567,4,s2_psf,fourier_band_attn,fourier,8,48,2000,24.424095153808594,25.318777084350586,-0.8946819305419922,0.5358490347862244,0.5941672921180725,-0.058318257331848145,0.5796362161636353,0.5926018357276917,0.012965619564056396,False,64,256,1.9669480323791504,0.388033390045166,13.732744932174683,0.006866372466087341,16.878129243850708,0.08970596641302109,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-BFAs004567/fourier_band_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-BFAs004567 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation s2_psf --run_name fourier_band_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.10553216189146042, 0.12865306437015533, 0.14207623898983002, 0.1292833387851715, 0.10642178356647491, 0.10447202622890472, 0.10759124904870987, 0.1759701371192932]"
