experiment,seed,dataset,sample_id,df,model,input_projection,hash_base_resolution,hash_max_resolution,iters,psnr_model,psnr_bilinear,psnr_improvement,ssim_model,ssim_bilinear,ssim_improvement,lpips_model,lpips_bilinear,lpips_improvement,eval_crop_applied,eval_crop_lr,eval_crop_hr,attn_entropy_mean,attn_fine_mass_last3,training_time_seconds,time_per_iteration_seconds,total_runtime_seconds,final_recon_loss,ttq_psnr_seconds,ttq_psnr_iteration,artifact_dir,command,attn_mean_by_level
fourier_band_attention,6,satburst_synth,Landcover-770726_rgb,4,fourier_band_attn,fourier,8,48,2000,23.654970169067383,24.814496994018555,-1.1595268249511719,0.5189829468727112,0.6665512919425964,-0.14756834506988525,0.5461288690567017,0.3842477798461914,-0.16188108921051025,False,64,256,1.8673958778381348,0.47298261523246765,9.544185876846313,0.004772092938423156,12.871487617492676,0.0922500342130661,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-770726_rgb/fourier_band_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-770726_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --run_name fourier_band_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.14576584100723267, 0.09368303418159485, 0.08854512870311737, 0.09994380176067352, 0.09907957911491394, 0.11165785789489746, 0.14471934735774994, 0.21660542488098145]"
fourier_mlp_baseline,6,satburst_synth,Landcover-772328_rgb,4,mlp_tcnn,fourier,8,48,2000,31.890493392944336,27.32716941833496,4.563323974609375,0.8617340922355652,0.6636244654655457,0.19810962677001953,0.3052365183830261,0.4367906153202057,0.13155409693717957,False,64,256,,,7.417570114135742,0.0037087850570678713,10.792241096496582,0.0074182539246976376,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-772328_rgb/fourier_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-772328_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name fourier_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline,6,satburst_synth,Landcover-772328_rgb,4,mlp_tcnn,hashgrid_tcnn,8,256,2000,34.212100982666016,27.32716941833496,6.884931564331055,0.9282112121582031,0.6636244654655457,0.26458674669265747,0.20664441585540771,0.4367906153202057,0.23014619946479797,False,64,256,,,7.411435842514038,0.003705717921257019,10.695159673690796,0.0011453758925199509,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-772328_rgb/hashgrid_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-772328_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name hashgrid_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention,6,satburst_synth,Landcover-772328_rgb,4,hash_attn,hashgrid_tcnn,8,256,2000,32.38976287841797,27.32716941833496,5.062593460083008,0.8997270464897156,0.6636244654655457,0.23610258102416992,0.26896023750305176,0.4367906153202057,0.16783037781715393,False,64,256,1.9591115713119507,0.6785524487495422,10.769458293914795,0.005384729146957397,14.050335168838501,0.004826112650334835,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-772328_rgb/hashgrid_level_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-772328_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --run_name hashgrid_level_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.022242553532123566, 0.019571349024772644, 0.018603570759296417, 0.018331393599510193, 0.021589230746030807, 0.02835586853325367, 0.03809110075235367, 0.056682780385017395, 0.09797969460487366, 0.15667812526226044, 0.24104496836662292, 0.28082937002182007]"
fourier_band_attention,6,satburst_synth,Landcover-772328_rgb,4,fourier_band_attn,fourier,8,48,2000,25.624685287475586,27.32716941833496,-1.702484130859375,0.5446158051490784,0.6636244654655457,-0.11900866031646729,0.544788122177124,0.4367906153202057,-0.10799750685691833,False,64,256,1.8804306983947754,0.3690102696418762,9.584418773651123,0.0047922093868255616,12.837350845336914,0.18396592140197754,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-772328_rgb/fourier_band_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-772328_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --run_name fourier_band_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.12723422050476074, 0.1584033966064453, 0.08863155543804169, 0.106211818754673, 0.15050876140594482, 0.1622200906276703, 0.11202775686979294, 0.0947623997926712]"
fourier_mlp_baseline,6,satburst_synth,Landcover-775262_rgb,4,mlp_tcnn,fourier,8,48,2000,31.9639835357666,27.960044860839844,4.003938674926758,0.8360838294029236,0.5773771405220032,0.2587066888809204,0.2957063317298889,0.4979979693889618,0.20229163765907288,False,64,256,,,7.560432195663452,0.003780216097831726,10.97508454322815,0.014543837867677212,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-775262_rgb/fourier_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-775262_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name fourier_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline,6,satburst_synth,Landcover-775262_rgb,4,mlp_tcnn,hashgrid_tcnn,8,256,2000,37.6759033203125,27.960044860839844,9.715858459472656,0.962013304233551,0.5773771405220032,0.38463616371154785,0.07031264901161194,0.4979979693889618,0.42768532037734985,False,64,256,,,7.4026758670806885,0.0037013379335403443,10.699727773666382,0.0011443204712122679,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-775262_rgb/hashgrid_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-775262_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name hashgrid_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention,6,satburst_synth,Landcover-775262_rgb,4,hash_attn,hashgrid_tcnn,8,256,2000,36.88434982299805,27.960044860839844,8.924304962158203,0.9549922943115234,0.5773771405220032,0.37761515378952026,0.08953946828842163,0.4979979693889618,0.40845850110054016,False,64,256,2.0670597553253174,0.6174759864807129,10.810593843460083,0.005405296921730042,14.157623291015625,0.0023466884158551693,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-775262_rgb/hashgrid_level_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-775262_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --run_name hashgrid_level_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.025755934417247772, 0.02765248715877533, 0.02728762850165367, 0.030589453876018524, 0.03375105932354927, 0.037449393421411514, 0.04356586933135986, 0.058987781405448914, 0.09748440980911255, 0.15631282329559326, 0.2152559757232666, 0.24590717256069183]"
fourier_band_attention,6,satburst_synth,Landcover-775262_rgb,4,fourier_band_attn,fourier,8,48,2000,26.91921615600586,27.960044860839844,-1.0408287048339844,0.5142801403999329,0.5773771405220032,-0.06309700012207031,0.5450872182846069,0.4979979693889618,-0.04708924889564514,False,64,256,1.839962363243103,0.3825896382331848,9.842613697052002,0.004921306848526001,13.25898814201355,0.13932199776172638,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-775262_rgb/fourier_band_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-775262_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --run_name fourier_band_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.06337232887744904, 0.21218186616897583, 0.11737202107906342, 0.1277002990245819, 0.0967838391661644, 0.13424953818321228, 0.03850383684039116, 0.20983624458312988]"
fourier_mlp_baseline,6,satburst_synth,Landcover-776340_rgb,4,mlp_tcnn,fourier,8,48,2000,28.52086639404297,23.76113510131836,4.759731292724609,0.8327534198760986,0.6397183537483215,0.1930350661277771,0.2894034683704376,0.3649824261665344,0.0755789577960968,False,64,256,,,7.9137794971466064,0.003956889748573303,11.267935514450073,0.004922722931951284,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-776340_rgb/fourier_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-776340_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name fourier_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
