experiment,seed,dataset,sample_id,df,model,input_projection,hash_base_resolution,hash_max_resolution,iters,psnr_model,psnr_bilinear,psnr_improvement,ssim_model,ssim_bilinear,ssim_improvement,lpips_model,lpips_bilinear,lpips_improvement,eval_crop_applied,eval_crop_lr,eval_crop_hr,attn_entropy_mean,attn_fine_mass_last3,training_time_seconds,time_per_iteration_seconds,total_runtime_seconds,final_recon_loss,ttq_psnr_seconds,ttq_psnr_iteration,artifact_dir,command,attn_mean_by_level
hashgrid_mlp_baseline,6,satburst_synth,Landcover-776340_rgb,4,mlp_tcnn,hashgrid_tcnn,8,256,2000,32.823753356933594,23.76113510131836,9.062618255615234,0.9456839561462402,0.6397183537483215,0.3059656023979187,0.12011916190385818,0.3649824261665344,0.24486326426267624,False,64,256,,,7.219823837280273,0.0036099119186401366,10.585201978683472,0.0018194173462688923,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-776340_rgb/hashgrid_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-776340_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name hashgrid_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention,6,satburst_synth,Landcover-776340_rgb,4,hash_attn,hashgrid_tcnn,8,256,2000,31.039447784423828,23.76113510131836,7.278312683105469,0.923210620880127,0.6397183537483215,0.2834922671318054,0.20451998710632324,0.3649824261665344,0.16046243906021118,False,64,256,2.101213216781616,0.6086390018463135,10.749330997467041,0.0053746654987335205,14.09989619255066,0.006207430735230446,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-776340_rgb/hashgrid_level_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-776340_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --run_name hashgrid_level_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.02724745124578476, 0.026517335325479507, 0.025916393846273422, 0.0271452683955431, 0.030219843611121178, 0.03421849012374878, 0.04505026713013649, 0.066926509141922, 0.10811947286128998, 0.15989583730697632, 0.22048218548297882, 0.22826094925403595]"
fourier_band_attention,6,satburst_synth,Landcover-776340_rgb,4,fourier_band_attn,fourier,8,48,2000,20.791851043701172,23.76113510131836,-2.9692840576171875,0.4045523405075073,0.6397183537483215,-0.2351660132408142,0.5544479489326477,0.3649824261665344,-0.18946552276611328,False,64,256,1.7107527256011963,0.41384199261665344,9.887033700942993,0.004943516850471496,13.272621154785156,0.10057332366704941,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-776340_rgb/fourier_band_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-776340_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --run_name fourier_band_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.08843298256397247, 0.10884860903024673, 0.16550558805465698, 0.17029818892478943, 0.05307262763381004, 0.1223912164568901, 0.0886395275592804, 0.20281127095222473]"
fourier_mlp_baseline,6,satburst_synth,Landcover-823696_rgb,4,mlp_tcnn,fourier,8,48,2000,33.99508285522461,30.015811920166016,3.9792709350585938,0.8827255368232727,0.7828893065452576,0.09983623027801514,0.2313905954360962,0.36435842514038086,0.13296782970428467,False,64,256,,,7.485384702682495,0.0037426923513412475,10.792344331741333,0.0025336379185318947,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-823696_rgb/fourier_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-823696_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name fourier_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline,6,satburst_synth,Landcover-823696_rgb,4,mlp_tcnn,hashgrid_tcnn,8,256,2000,38.582122802734375,30.015811920166016,8.56631088256836,0.9616355299949646,0.7828893065452576,0.17874622344970703,0.10287299752235413,0.36435842514038086,0.26148542761802673,False,64,256,,,7.345571756362915,0.0036727858781814577,10.623966693878174,0.0010306457988917828,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-823696_rgb/hashgrid_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-823696_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name hashgrid_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention,6,satburst_synth,Landcover-823696_rgb,4,hash_attn,hashgrid_tcnn,8,256,2000,37.38936233520508,30.015811920166016,7.3735504150390625,0.9550978541374207,0.7828893065452576,0.17220854759216309,0.16191108524799347,0.36435842514038086,0.2024473398923874,False,64,256,2.289311647415161,0.4642871618270874,10.498594760894775,0.005249297380447388,13.764253854751587,0.002195182256400585,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-823696_rgb/hashgrid_level_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-823696_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --run_name hashgrid_level_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.03120223805308342, 0.03373948484659195, 0.036143768578767776, 0.04045975208282471, 0.04543996602296829, 0.05685929208993912, 0.06904459744691849, 0.09961678087711334, 0.1232069879770279, 0.14448630809783936, 0.15931357443332672, 0.16048724949359894]"
fourier_band_attention,6,satburst_synth,Landcover-823696_rgb,4,fourier_band_attn,fourier,8,48,2000,26.043807983398438,30.015811920166016,-3.972003936767578,0.5960959792137146,0.7828893065452576,-0.18679332733154297,0.4937807023525238,0.36435842514038086,-0.12942227721214294,False,64,256,1.5530221462249756,0.5085000991821289,9.738069772720337,0.004869034886360169,13.084717988967896,0.044049736112356186,,,/workspaces/scalef/single_samples/satburst_synth/Landcover-823696_rgb/fourier_band_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id Landcover-823696_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --run_name fourier_band_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.068091481924057, 0.05225992202758789, 0.04390649124979973, 0.2794680595397949, 0.04777399078011513, 0.06465396285057068, 0.038329631090164185, 0.40551644563674927]"
fourier_mlp_baseline,6,satburst_synth,UNHCR-NERs009690_rgb,4,mlp_tcnn,fourier,8,48,2000,28.896562576293945,24.78452491760254,4.112037658691406,0.8285748362541199,0.6044699549674988,0.2241048812866211,0.3234194815158844,0.4128844738006592,0.08946499228477478,False,64,256,,,7.170250415802002,0.003585125207901001,10.506879091262817,0.007654621731489897,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-NERs009690_rgb/fourier_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-NERs009690_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name fourier_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline,6,satburst_synth,UNHCR-NERs009690_rgb,4,mlp_tcnn,hashgrid_tcnn,8,256,2000,33.67322540283203,24.78452491760254,8.888700485229492,0.946803092956543,0.6044699549674988,0.3423331379890442,0.12796363234519958,0.4128844738006592,0.2849208414554596,False,64,256,,,7.497049331665039,0.0037485246658325194,10.807374238967896,0.0007302460726350546,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-NERs009690_rgb/hashgrid_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-NERs009690_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name hashgrid_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention,6,satburst_synth,UNHCR-NERs009690_rgb,4,hash_attn,hashgrid_tcnn,8,256,2000,32.95157241821289,24.78452491760254,8.167047500610352,0.939525306224823,0.6044699549674988,0.3350553512573242,0.14894916117191315,0.4128844738006592,0.26393531262874603,False,64,256,2.1331539154052734,0.5817124247550964,10.642790794372559,0.005321395397186279,13.940580129623413,0.0019911909475922585,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-NERs009690_rgb/hashgrid_level_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-NERs009690_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --run_name hashgrid_level_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.025559868663549423, 0.02379363775253296, 0.024606311693787575, 0.025881098583340645, 0.03175848349928856, 0.044608451426029205, 0.057897113263607025, 0.07365953922271729, 0.1105230525135994, 0.1530468463897705, 0.20109520852565765, 0.22757038474082947]"
fourier_band_attention,6,satburst_synth,UNHCR-NERs009690_rgb,4,fourier_band_attn,fourier,8,48,2000,22.898496627807617,24.78452491760254,-1.8860282897949219,0.47063586115837097,0.6044699549674988,-0.1338340938091278,0.5023221969604492,0.4128844738006592,-0.08943772315979004,False,64,256,1.7914531230926514,0.3991420567035675,9.826992750167847,0.004913496375083923,13.131239414215088,0.1534634679555893,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-NERs009690_rgb/fourier_band_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-NERs009690_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --run_name fourier_band_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.08818259835243225, 0.1451084315776825, 0.13536109030246735, 0.11466969549655914, 0.11753613501787186, 0.06862550973892212, 0.1595379114151001, 0.1709786355495453]"
fourier_mlp_baseline,6,satburst_synth,UNHCR-SYRs008164_rgb,4,mlp_tcnn,fourier,8,48,2000,34.61076736450195,30.646678924560547,3.9640884399414062,0.8907217383384705,0.7823564410209656,0.10836529731750488,0.26598861813545227,0.37031546235084534,0.10432684421539307,False,64,256,,,7.307427167892456,0.003653713583946228,10.742187738418579,0.005370715633034706,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-SYRs008164_rgb/fourier_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-SYRs008164_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name fourier_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline,6,satburst_synth,UNHCR-SYRs008164_rgb,4,mlp_tcnn,hashgrid_tcnn,8,256,2000,37.6004638671875,30.646678924560547,6.953784942626953,0.9486408233642578,0.7823564410209656,0.16628438234329224,0.13460108637809753,0.37031546235084534,0.2357143759727478,False,64,256,,,7.271345138549805,0.0036356725692749023,10.57764744758606,0.0009598348988220096,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-SYRs008164_rgb/hashgrid_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-SYRs008164_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name hashgrid_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention,6,satburst_synth,UNHCR-SYRs008164_rgb,4,hash_attn,hashgrid_tcnn,8,256,2000,35.14350509643555,30.646678924560547,4.496826171875,0.910168468952179,0.7823564410209656,0.12781202793121338,0.21144017577171326,0.37031546235084534,0.15887528657913208,False,64,256,1.7733473777770996,0.7582274675369263,10.915156126022339,0.0054575780630111695,14.234314918518066,0.000939238234423101,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-SYRs008164_rgb/hashgrid_level_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-SYRs008164_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --run_name hashgrid_level_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.0110692223533988, 0.014112441800534725, 0.017268069088459015, 0.018297728151082993, 0.02084238827228546, 0.024035973474383354, 0.02734852395951748, 0.040767084807157516, 0.06803111732006073, 0.11912649124860764, 0.2287289798259735, 0.4103720188140869]"
fourier_band_attention,6,satburst_synth,UNHCR-SYRs008164_rgb,4,fourier_band_attn,fourier,8,48,2000,28.44051170349121,30.646678924560547,-2.206167221069336,0.6572426557540894,0.7823564410209656,-0.12511378526687622,0.5148119926452637,0.37031546235084534,-0.14449653029441833,False,64,256,1.8804152011871338,0.42257508635520935,9.636349439620972,0.004818174719810486,12.986032009124756,0.08689715713262558,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-SYRs008164_rgb/fourier_band_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-SYRs008164_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --run_name fourier_band_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.08708134293556213, 0.09822139889001846, 0.16838783025741577, 0.14350265264511108, 0.0802316963672638, 0.11274613440036774, 0.06876102089881897, 0.24106793105602264]"
fourier_mlp_baseline,6,satburst_synth,UNHCR-YEMs035290_rgb,4,mlp_tcnn,fourier,8,48,2000,31.303234100341797,26.805137634277344,4.498096466064453,0.8535309433937073,0.6593056321144104,0.19422531127929688,0.3270535171031952,0.4100230634212494,0.0829695463180542,False,64,256,,,7.567585706710815,0.003783792853355408,10.90700888633728,0.006615347228944302,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-YEMs035290_rgb/fourier_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-YEMs035290_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name fourier_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline,6,satburst_synth,UNHCR-YEMs035290_rgb,4,mlp_tcnn,hashgrid_tcnn,8,256,2000,35.575191497802734,26.805137634277344,8.77005386352539,0.9480997920036316,0.6593056321144104,0.2887941598892212,0.12470520287752151,0.4100230634212494,0.2853178605437279,False,64,256,,,7.3418495655059814,0.003670924782752991,10.641947746276855,0.000724558369256556,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-YEMs035290_rgb/hashgrid_mlp_baseline,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-YEMs035290_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --run_name hashgrid_mlp_baseline --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention,6,satburst_synth,UNHCR-YEMs035290_rgb,4,hash_attn,hashgrid_tcnn,8,256,2000,34.01646423339844,26.805137634277344,7.211326599121094,0.9345378875732422,0.6593056321144104,0.2752322554588318,0.18083976209163666,0.4100230634212494,0.22918330132961273,False,64,256,2.1356067657470703,0.5908339619636536,10.821161985397339,0.00541058099269867,14.131025552749634,0.005624681711196899,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-YEMs035290_rgb/hashgrid_level_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-YEMs035290_rgb --input_projection hashgrid --hash_n_levels 12 --hash_n_features_per_level 2 --hash_log2_hashmap_size 16 --hash_base_resolution 8 --hash_max_resolution 256 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --run_name hashgrid_level_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.02145332470536232, 0.024020344018936157, 0.02496567741036415, 0.031133882701396942, 0.038142960518598557, 0.043900229036808014, 0.05295988917350769, 0.06999391317367554, 0.10259580612182617, 0.15808260440826416, 0.2019450068473816, 0.2308063805103302]"
fourier_band_attention,6,satburst_synth,UNHCR-YEMs035290_rgb,4,fourier_band_attn,fourier,8,48,2000,25.645822525024414,26.805137634277344,-1.1593151092529297,0.5529412627220154,0.6593056321144104,-0.10636436939239502,0.5526866912841797,0.4100230634212494,-0.1426636278629303,False,64,256,1.887216567993164,0.43186724185943604,9.44943618774414,0.00472471809387207,12.733146905899048,0.12782686948776245,,,/workspaces/scalef/single_samples/satburst_synth/UNHCR-YEMs035290_rgb/fourier_band_attention,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:7 --sample_id UNHCR-YEMs035290_rgb --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 3 --network_hidden_dim 64 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --run_name fourier_band_attention --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.07402406632900238, 0.12066005170345306, 0.15041959285736084, 0.14455915987491608, 0.0784698948264122, 0.10775148868560791, 0.11994148790836334, 0.20417428016662598]"
