experiment,seed,dataset,sample_id,df,lr_degradation,model,input_projection,hash_base_resolution,hash_max_resolution,iters,psnr_model,psnr_bilinear,psnr_improvement,ssim_model,ssim_bilinear,ssim_improvement,lpips_model,lpips_bilinear,lpips_improvement,eval_crop_applied,eval_crop_lr,eval_crop_hr,attn_entropy_mean,attn_fine_mass_last3,training_time_seconds,time_per_iteration_seconds,total_runtime_seconds,final_recon_loss,ttq_psnr_seconds,ttq_psnr_iteration,artifact_dir,command,attn_mean_by_level
fourier_mlp_baseline_area,6,satburst_synth,Amnesty POI-5-2-1_rgb,4,area,mlp_tcnn,fourier,8,48,2000,39.8889274597168,34.8807487487793,5.0081787109375,0.9404682517051697,0.8528595566749573,0.0876086950302124,0.15797139704227448,0.3727266788482666,0.21475528180599213,False,64,256,,,8.055241346359253,0.004027620673179627,11.6151602268219,0.0014599328860640526,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-5-2-1_rgb/fourier_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:0 --sample_id 'Amnesty POI-5-2-1_rgb' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name fourier_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
fourier_mlp_baseline_s2_psf,6,satburst_synth,Amnesty POI-5-2-1_rgb,4,s2_psf,mlp_tcnn,fourier,8,48,2000,35.754608154296875,34.8807487487793,0.8738594055175781,0.8924942016601562,0.8528595566749573,0.039634644985198975,0.256368488073349,0.3727266788482666,0.1163581907749176,False,64,256,,,10.217557907104492,0.005108778953552246,13.428912162780762,0.003227127715945244,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-5-2-1_rgb/fourier_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:0 --sample_id 'Amnesty POI-5-2-1_rgb' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name fourier_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_area,6,satburst_synth,Amnesty POI-5-2-1_rgb,4,area,mlp_tcnn,hashgrid_tcnn,16,64,2000,39.53813934326172,34.8807487487793,4.657390594482422,0.9368815422058105,0.8528595566749573,0.08402198553085327,0.19253486394882202,0.3727266788482666,0.18019181489944458,False,64,256,,,8.125067949295044,0.004062533974647522,11.671250104904175,0.0014786900719627738,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-5-2-1_rgb/hashgrid_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:0 --sample_id 'Amnesty POI-5-2-1_rgb' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name hashgrid_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_s2_psf,6,satburst_synth,Amnesty POI-5-2-1_rgb,4,s2_psf,mlp_tcnn,hashgrid_tcnn,16,64,2000,34.455684661865234,34.8807487487793,-0.4250640869140625,0.8728803992271423,0.8528595566749573,0.02002084255218506,0.2867649793624878,0.3727266788482666,0.08596169948577881,False,64,256,,,9.808664560317993,0.004904332280158997,13.1866774559021,0.002586900722235441,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-5-2-1_rgb/hashgrid_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:0 --sample_id 'Amnesty POI-5-2-1_rgb' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name hashgrid_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention_area,6,satburst_synth,Amnesty POI-5-2-1_rgb,4,area,hash_attn,hashgrid_tcnn,16,64,2000,38.26844787597656,34.8807487487793,3.3876991271972656,0.9213849902153015,0.8528595566749573,0.06852543354034424,0.2150387465953827,0.3727266788482666,0.1576879322528839,False,64,256,2.3653674125671387,0.49937787652015686,13.856438875198364,0.006928219437599182,17.200801134109497,0.002780094277113676,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-5-2-1_rgb/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:0 --sample_id 'Amnesty POI-5-2-1_rgb' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.02377399429678917, 0.026481054723262787, 0.024403242394328117, 0.025797974318265915, 0.027588464319705963, 0.027035776525735855, 0.027592763304710388, 0.02922159805893898, 0.030393332242965698, 0.03434763476252556, 0.051295071840286255, 0.05383224040269852, 0.1188589558005333, 0.1449914276599884, 0.16267773509025574, 0.1917087286710739]"
hashgrid_level_attention_s2_psf,6,satburst_synth,Amnesty POI-5-2-1_rgb,4,s2_psf,hash_attn,hashgrid_tcnn,16,64,2000,34.14887619018555,34.8807487487793,-0.73187255859375,0.8592532277107239,0.8528595566749573,0.0063936710357666016,0.30813807249069214,0.3727266788482666,0.06458860635757446,False,64,256,2.1180081367492676,0.6099460124969482,16.063940286636353,0.008031970143318176,19.540607452392578,0.0042161401361227036,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-5-2-1_rgb/hashgrid_level_attention_s2_psf,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:0 --sample_id 'Amnesty POI-5-2-1_rgb' --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation s2_psf --run_name hashgrid_level_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.01922895945608616, 0.021840080618858337, 0.019454270601272583, 0.020289266481995583, 0.021719060838222504, 0.02127240039408207, 0.0211486853659153, 0.022549118846654892, 0.022533144801855087, 0.02487374097108841, 0.031475603580474854, 0.0330391526222229, 0.11063045263290405, 0.15785858035087585, 0.20052696764469147, 0.2515605092048645]"
fourier_band_attention_area,6,satburst_synth,Amnesty POI-5-2-1_rgb,4,area,fourier_band_attn,fourier,8,48,2000,32.07551193237305,34.8807487487793,-2.80523681640625,0.7675583958625793,0.8528595566749573,-0.08530116081237793,0.42725929617881775,0.3727266788482666,-0.05453261733055115,False,64,256,1.9658455848693848,0.4428681433200836,11.94085955619812,0.00597042977809906,15.413546562194824,0.020062429830431938,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-5-2-1_rgb/fourier_band_attention_area,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:0 --sample_id 'Amnesty POI-5-2-1_rgb' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation area --run_name fourier_band_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.10169729590415955, 0.1421596258878708, 0.10834994912147522, 0.126508891582489, 0.07841607928276062, 0.13796870410442352, 0.07731962203979492, 0.22757983207702637]"
fourier_band_attention_s2_psf,6,satburst_synth,Amnesty POI-5-2-1_rgb,4,s2_psf,fourier_band_attn,fourier,8,48,2000,30.44891357421875,34.8807487487793,-4.431835174560547,0.6935146450996399,0.8528595566749573,-0.15934491157531738,0.48218461871147156,0.3727266788482666,-0.10945793986320496,False,64,256,1.965388298034668,0.43432527780532837,13.432392597198486,0.006716196298599243,16.8261878490448,0.021943170577287674,,,/workspaces/scalef/single_samples/satburst_synth/Amnesty POI-5-2-1_rgb/fourier_band_attention_s2_psf,/workspaces/scalef/optimize.py --dataset satburst_synth --satburst_data_root data --df 4 --lr_shift 1.0 --aug none --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:0 --sample_id 'Amnesty POI-5-2-1_rgb' --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation s2_psf --run_name fourier_band_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.10556192696094513, 0.13862432539463043, 0.10675086081027985, 0.12763574719429016, 0.08710187673568726, 0.1397651582956314, 0.08200989663600922, 0.21255020797252655]"
